
PlayerName		1500
PlayerName		0
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		300
PlayerName		900
PlayerName		900
PlayerName		0
PlayerName		900
PlayerName		900
PlayerName		1500
PlayerName		0
PlayerName		0
PlayerName		0
PlayerName		500
PlayerName		1500
PlayerName		0
PlayerName		500
PlayerName		0
PlayerName		0
PlayerName		300
PlayerName		500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		0
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		1500
PlayerName		0
PlayerName		500
PlayerName		0
PlayerName		0
PlayerName		900
PlayerName		0
PlayerName		400
PlayerName		1000
PlayerName		1700
